time,GDP_4cum,city_mean_light,region_mean_light,title,website,Year,Month,GDP,ln_gdp,ln_city,ln_region,city_prop,region_prop,city_yearly_sum,region_yearly_sum,quarter,ln_gdp_sa,ln_gdp_seasonal_factor,dln_gdp_sa,dln_city,dln_region
2008-01-01,1634.65,12.553246574558225,0.953014971687131,(填补),none,2008,1,1634.65,7.399183993137396,2.5299793233228525,-0.04812466539138805,0.2381,0.2425,52.72258116152131,3.929958646132499,1,7.47735112213244,-0.07816712899504319,,,
2008-04-01,3346.63,13.28081819458722,0.9868126160438704,(填补),none,2008,4,1711.98,7.445405874390459,2.5863207531886,-0.013275109605386725,0.2519,0.2511,52.72258116152131,3.929958646132499,2,7.498888255948337,-0.053482381557878565,0.02153713381589739,0.05634142986574764,0.034849555786001324
2008-07-01,5351.74,13.19118980661263,0.9726647649177936,(填补),none,2008,7,2005.11,7.603454201078652,2.579549167862846,-0.02771579376018081,0.2502,0.2475,52.72258116152131,3.929958646132499,3,7.529318581403463,0.0741356196751884,0.030430325455125917,-0.00677158532575417,-0.014440684154794084
2008-10-01,7407.66,13.697326585763236,1.017466293483704,(填补),none,2008,10,2055.92,7.628478715312186,2.6172006740665346,0.017315510988566013,0.2598,0.2589,52.72258116152131,3.929958646132499,4,7.554362059947248,0.07411665536493763,0.02504347854378519,0.03765150620368862,0.04503130474874682
2009-01-01,1740.9,12.906906790116,0.98097976853,一季度深圳经济朝着积极方向发展,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086578.html,2009,1,1740.9,7.462157499864673,2.557762578173298,-0.019203442942383367,0.2381,0.2425,54.20792436,4.045277396,1,7.565732213729896,-0.10357471386522323,0.011370153782647385,-0.059438095893236564,-0.03651895393094938
2009-04-01,3631.69,13.654976146284,1.0157691541356,上半年深圳市经济回暖向好,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086568.html,2009,4,1890.79,7.544750010138436,2.6141040080390456,0.01564611284361804,0.2519,0.2511,54.20792436,4.045277396,2,7.599351994679424,-0.054601984540987296,0.033619780949528,0.05634142986574764,0.03484955578600141
2009-07-01,5865.11,13.562822674872,1.00120615551,2009年1-3季度深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3171311.html,2009,7,2233.42,7.711289321928165,2.607332422713292,0.0012054286888237488,0.2502,0.2475,54.20792436,4.045277396,3,7.625940112339161,0.08534920958900363,0.026588117659737343,-0.006771585325753726,-0.01444068415479429
2009-10-01,8201.23,14.083218748728,1.0473223178244002,2009年深圳国民经济平稳健康发展,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086533.html,2009,10,2336.12,7.756246712491745,2.64498392891698,0.04623673343757089,0.2598,0.2589,54.20792436,4.045277396,4,7.665978716143179,0.09026799634856562,0.04003860380401836,0.03765150620368818,0.04503130474874714
2010-01-01,1977.83,13.863130247536,1.29018008708,2010年一季度深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086520.html,2010,1,1977.83,7.589755563089747,2.6292328158476006,0.2547818110176711,0.2381,0.2425,58.22398256,5.320330256,1,7.719361087633377,-0.1296055245436305,0.053382371490197755,-0.015751113069379485,0.2085450775801002
2010-04-01,4215.57,14.666621206864,1.3359349272816,2010年上半年深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086504.html,2010,4,2237.74,7.713221706966625,2.685574245713348,0.2896313668036725,0.2519,0.2511,58.22398256,5.320330256,2,7.769357210479358,-0.05613550351273345,0.04999612284598065,0.056341429865747195,0.03484955578600141
2010-07-01,6722.03,14.567640436512,1.31678173836,前三季度深圳经济运行态势向好,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086490.html,2010,7,2506.46,7.82662667806834,2.678802660387594,0.27519068264887825,0.2502,0.2475,58.22398256,5.320330256,3,7.73014403571111,0.0964826423572302,-0.03921317476824804,-0.006771585325753726,-0.01444068415479427
2010-10-01,9510.91,15.126590669088,1.3774335032784002,2010年深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086473.html,2010,10,2788.88,7.93339536052758,2.7164541665912827,0.32022198739762536,0.2598,0.2589,58.22398256,5.320330256,4,7.8265041137863856,0.10689124674119473,0.0963600780752758,0.03765150620368862,0.045031304748747114
2011-01-01,2350.1,14.393545427056,1.34705705073,2011年一季度深圳经济平稳增长,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086464.html,2011,1,2350.1,7.762213159424332,2.6667798718627402,0.2979222504511468,0.2381,0.2425,60.45168176,5.554874436,1,7.917566713802314,-0.15535355437798168,0.09106260001592847,-0.049674294728542456,-0.022299736946478577
2011-04-01,5015.22,15.227778635344,1.3948289708796,上半年深圳经济平稳健康发展,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086449.html,2011,4,2665.1200000000003,7.888004363728798,2.723121301728488,0.33277180623714825,0.2519,0.2511,60.45168176,5.554874436,2,7.9454622824628265,-0.05745791873402882,0.02789556866051246,0.05634142986574764,0.03484955578600146
2011-07-01,8370.62,15.125010776352,1.37483142291,缺失1-3季度报告(填补),none,2011,7,3355.4000000000005,8.1183262673363,2.716349716402734,0.318331122082354,0.2502,0.2475,60.45168176,5.554874436,3,8.01094571556593,0.10738055177037016,0.06548343310310312,-0.006771585325753726,-0.01444068415479427
2011-10-01,11502.06,15.705346921248,1.4381569914804002,2011年深圳经济平稳健康发展,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086305.html,2011,10,3131.4399999999987,8.049248241635015,2.7540012226064223,0.36336242683110104,0.2598,0.2589,60.45168176,5.554874436,4,7.925920273952769,0.12332796768224526,-0.08502544161316017,0.03765150620368818,0.04503130474874706
2012-01-01,2524.69,13.731579388,1.29003784725,一季度我市经济结构和质量进一步优化（填补）,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086294.html,2012,1,2524.69,7.8338735618951,2.6196982450651647,0.25467155689669047,0.2381,0.2425,57.67148,5.3197437,1,8.018197908531379,-0.1843243466362791,0.09227763457860938,-0.13430297754125764,-0.10869086993441057
2012-04-01,5474.1,14.527445812000002,1.33578764307,上半年深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3171306.html,2012,4,2949.4100000000003,7.989360429331199,2.6760396749309123,0.2895211126826919,0.2519,0.2511,57.67148,5.3197437,2,8.054060358241399,-0.06469992891020038,0.03586244971002017,0.05634142986574764,0.03484955578600141
2012-07-01,9123.37,14.429404296,1.31663656575,1-3季度深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086257.html,2012,7,3649.27,8.20228242657387,2.669268089605158,0.2750804285278976,0.2502,0.2475,57.67148,5.3197437,3,8.079094986860046,0.12318743971382447,0.025034628618646693,-0.00677158532575417,-0.01444068415479427
2012-10-01,12950.08,14.983050504,1.3772816439300002,2012年深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086241.html,2012,10,3826.709999999999,8.249760705183142,2.706919595808847,0.32011173327664466,0.2598,0.2589,57.67148,5.3197437,4,8.1076416708532,0.14211903432994263,0.028546683993154076,0.03765150620368862,0.04503130474874706
2013-01-01,2750.9,14.237199347816,1.43834111427,一季度深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086231.html,2013,1,2750.9,7.919683409845852,2.6558582116278417,0.36349044554210463,0.2381,0.2425,59.79504136,5.931303564,1,8.113116656947737,-0.19343324710188367,0.005474986094537115,-0.05106138418100503,0.04337871226545997
2013-04-01,6013.77,15.062370918584,1.4893503249204,上半年深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086215.html,2013,4,3262.87,8.09036245516221,2.712199641493589,0.39834000132810615,0.2519,0.2511,59.79504136,5.931303564,2,8.159875125810697,-0.06951267064848561,0.046758468862959646,0.056341429865747195,0.03484955578600152
2013-07-01,10083.34,14.960719348272,1.46799763209,1-3季度深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086200.html,2013,7,4069.57,8.311292621749518,2.7054280561678357,0.38389931717331166,0.2502,0.2475,59.79504136,5.931303564,3,8.190616059007018,0.12067656274249895,0.030740933196321762,-0.006771585325753282,-0.014440684154794492
2013-10-01,14500.23,15.534751745327998,1.5356144927196005,2013年深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086189.html,2013,10,4416.88999999999,8.393191107505574,2.743079562371524,0.42893062192205905,0.2598,0.2589,59.79504136,5.931303564,4,8.252808847372773,0.14038226013280197,0.06219278836575448,0.03765150620368818,0.04503130474874739
2014-01-01,2953.25,14.49797863,1.437985869,一季度深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086183.html,2014,1,2953.25,7.990661537828629,2.6740092348811864,0.36324343240773393,0.2410339940329019,0.2457670901055337,,,1,8.180261429762007,-0.1895998919333777,-0.07254741761076566,-0.06907032749033748,-0.06568718951432512
2014-04-01,6494.8716,14.61450468,1.380323187,上半年深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086167.html,2014,4,3541.6216,8.172339980337666,2.682014506781226,0.3223176652283623,0.242971280599338,0.2359119240233552,,,2,8.238999157786095,-0.06665917744842956,0.05873772802408794,0.008005271900039634,-0.04092576717937163
2014-07-01,10940.4239,15.85860491,1.558785309,1-3季度深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086153.html,2014,7,4445.55229999999,8.39965939219787,2.7637122495382522,0.4439068698806538,0.2636548845048952,0.266413000121203,,,3,8.289646319282559,0.11001307291531087,0.050647161496463866,0.08169774275702624,0.1215892046522915
2014-10-01,16001.98,15.17801518,1.473916315,2014年深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086127.html,2014,10,5061.5561,8.529429244648231,2.7198480111129903,0.3879230180713108,0.2523398408628647,0.2519079857499081,,,4,8.391100344174989,0.1383289004732428,0.10145402489242983,-0.04386423842526188,-0.05598385180934301
2015-01-01,3494.42,14.59379979,1.491911968,2015年一季度深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086110.html,2015,1,3494.42,8.158922689537375,2.680596766597826,0.40005849735987725,0.2408867715538482,0.2495473777284654,,,1,8.33751208601827,-0.1785893964808946,-0.05358825815671864,-0.03925124451516426,0.012135479288566453
2015-04-01,7550.11,15.66687348,1.529818924,2015年上半年深圳经济运行简况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086095.html,2015,4,4055.69,8.307876112369824,2.7515485138058824,0.42514937807359415,0.2585990370736615,0.255887953895402,,,2,8.367081209892538,-0.059205097522714356,0.02956912387426769,0.0709517472080563,0.0250908807137169
2015-07-01,12376.66,14.933245,1.436318579,2015年1-3季度深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086073.html,2015,7,4826.55,8.48188720570875,2.7035899355567636,0.3620832976918987,0.2464896893636668,0.2402484480720552,,,3,8.391943034360601,0.08994417134814889,0.024861824468063176,-0.047958578249118755,-0.06306608038169548
2015-10-01,17502.99,15.38973145,1.520422359,2015年深圳经济运行稳中有进、逐季向好,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086051.html,2015,10,5126.33,8.542145282534266,2.733700498055916,0.4189881640232459,0.2540245020088235,0.2543162203040772,,,4,8.40845008455153,0.133695197982735,0.016507050190929462,0.030110562499152227,0.056904866331347226
2016-01-01,3887.9,13.37529794,1.312984975,2016年一季度深圳经济开局稳进,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086038.html,2016,1,3887.9,8.265624445084951,2.5934095684218166,0.27230315199547395,0.238782256783566,0.2367499575037978,,,1,8.42245340806385,-0.1568289629788999,0.01400332351231981,-0.14029092963409928,-0.14668501202777195
2016-04-01,8608.88,13.56365159,1.34596621,深圳市2016年上半年经济保持稳进运行,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086023.html,2016,4,4720.98,8.459771684146718,2.6073935375577912,0.29711212689553806,0.2421448368040019,0.242696945575518,,,2,8.507864513658353,-0.0480928295116343,0.0854111055945026,0.013983969135974661,0.024808974900064118
2016-07-01,13768.36,14.33268439,1.39095468,2016年1-3季度全市经济稳进增长,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3086006.html,2016,7,5159.48,8.548591078203648,2.6625425508842246,0.3299903315334708,0.2558739805096849,0.2508090097373039,,,3,8.484930216739274,0.06366086146437445,-0.02293429691907889,0.055149013326433405,0.03287820463793273
2016-10-01,19492.6,14.74298844,1.495966197,2016年全市经济实现逐季走强向好新增长,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3085991.html,2016,10,5724.23999999999,8.652465068518529,2.690767609766446,0.40277228370876605,0.263198925902747,0.26974408718338,,,4,8.530133492896056,0.12233157562247249,0.04520327615678177,0.028225058882221266,0.07278195217529526
2017-01-01,4584.27,14.37972216,1.609735459,2017年一季度全市经济实现“开门红”,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3085982.html,2017,1,4584.27,8.430386157183568,2.6658190308266874,0.4760698543156865,0.2287095723675574,0.2289519655667526,,,1,8.562071385091368,-0.13168522790780043,0.0319378921953124,-0.024948578939758548,0.07329757060692044
2017-04-01,9709.02,15.86178473,1.788456163,2017年上半年全市经济稳进向好,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3085967.html,2017,4,5124.75,8.541837022328997,2.763912740140464,0.581352768932903,0.2522817869649682,0.254371332605914,,,2,8.576075493345964,-0.034238471016968725,0.014004108254596304,0.09809370931377659,0.1052829146172165
